budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
40000000,StudioCanal,USA,Pierre Morel,Action,10640645,The Gunman,R,20/3/2015,115,5.8,Sean Penn,32345,Jean-Patrick Manchette,2015
4000000,Universal Pictures,USA,Rob Cohen,Mystery,35385560,The Boy Next Door,R,23/1/2015,91,4.7,Jennifer Lopez,31057,Barbara Curry,2015
60000000,OddLot Entertainment,UK,David Koepp,Action,7605668,Mortdecai,R,23/1/2015,107,5.5,Johnny Depp,54191,Eric Aronson,2015
15000000,Bleecker Street Films,USA,Jay Roach,Biography,7857741,Trumbo,R,27/11/2015,124,7.5,Bryan Cranston,60593,John McNamara,2015
10000000,Entertainment One,USA,Ciar·n Foy,Horror,27736779,Sinister 2,R,21/8/2015,97,5.3,James Ransone,33723,Scott Derrickson,2015
3500000,Duplass Brothers Productions,USA,Bryan Buckley,Comedy,615654,The Bronze,R,18/3/2016,100,6,Melissa Rauch,7520,Melissa Rauch,2015
35000000,Fox 2000 Pictures,USA,Gil Kenan,Horror,47425125,Poltergeist,PG-13,22/5/2015,93,4.9,Sam Rockwell,47376,David Lindsay-Abaire,2015
8000000,Route One Entertainment,USA,Ken Kwapis,Adventure,29467855,A Walk in the Woods,R,2/9/2015,104,6.3,Robert Redford,18661,Michael Arndt,2015
74000000,Paramount Animation,USA,Paul Tibbitt,Animation,162994032,The SpongeBob Movie: Sponge Out of Water,PG,6/2/2015,92,6,Tom Kenny,38659,Glenn Berger,2015
25000000,Bloom,USA,Gus Van Sant,Drama,20083,The Sea of Trees,PG-13,26/8/2016,110,5.9,Matthew McConaughey,8519,Chris Sparling,2015
100000,Duplass Brothers Productions,USA,Sean Baker,Comedy,701837,Tangerine,R,10/7/2015,88,7,Kitana Kiki Rodriguez,16597,Sean Baker,2015
70000000,Forward Pass,USA,Michael Mann,Crime,7097125,Blackhat,R,16/1/2015,133,5.4,Chris Hemsworth,44249,Morgan Davis Foehl,2015
0,New Real Films,Canada,Robert Budreau,Biography,667476,Born to Be Blue,R,30/3/2016,97,6.9,Ethan Hawke,5113,Robert Budreau,2015
90000000,Fox 2000 Pictures,USA,Walt Becker,Animation,85886987,Alvin and the Chipmunks: The Road Chip,PG,18/12/2015,100,5.1,Jason Lee,12069,Ross Bagdasarian,2015
8000000,Enderby Entertainment,USA,Daniel Alfredson,Thriller,16458,Blackway,R,10/6/2016,90,5.2,Anthony Hopkins,4931,Castle Freeman Jr.,2015
0,Duplass Brothers Productions,USA,Patrick Brice,Comedy,1100000,The Overnight,R,19/6/2015,79,6.1,Adam Scott,12642,Patrick Brice,2015
1000000,Red Crown Productions,USA,Michael Showalter,Comedy,14443077,"Hello, My Name Is Doris",R,1/4/2016,90,6.7,Sally Field,14007,Laura Terruso,2015
35000000,Metro-Goldwyn-Mayer (MGM),USA,Anne Fletcher,Action,34507079,Hot Pursuit,PG-13,8/5/2015,87,5.1,Reese Witherspoon,40431,David Feeney,2015
28000000,Participant Media,USA,David Gordon Green,Comedy,6998324,Our Brand Is Crisis,R,30/10/2015,107,6.1,Sandra Bullock,16204,Peter Straughan,2015
8500000,Lionsgate,USA,Henry Hobson,Drama,187112,Maggie,PG-13,8/5/2015,95,5.6,Arnold Schwarzenegger,35167,John Scott 3,2015
3000000,FaithStep Films,USA,Alex Kendrick,Drama,67790117,War Room,PG,28/8/2015,120,6.4,Priscilla C. Shirer,10268,Alex Kendrick,2015
9600000,Sony Pictures Classics,Australia,James Vanderbilt,Biography,2541554,ConspiraciÛn y poder,R,30/10/2015,125,6.8,Cate Blanchett,14615,James Vanderbilt,2015
0,Fox Searchlight Pictures,USA,Noah Baumbach,Comedy,2461121,Mistress America,R,4/9/2015,84,6.7,Greta Gerwig,19140,Noah Baumbach,2015
0,Soft Tread Enterprises,Australia,Rosemary Myers,Comedy,45650,Girl Asleep,Not specified,8/9/2016,77,6.2,Bethany Whitmore,1693,Matthew Whittet,2015
18000000,Clinica Estetico,USA,Jonathan Demme,Comedy,26822144,Ricki and the Flash,PG-13,7/8/2015,101,6,Meryl Streep,18428,Diablo Cody,2015
5000000,Allspark Pictures,USA,Jon M. Chu,Adventure,2184640,Jem and the Holograms,PG,23/10/2015,118,4.1,Aubrey Peeples,5640,Ryan Landels,2015
14000000,Ruby Films,UK,Sarah Gavron,Biography,4693356,Suffragette,PG-13,11/12/2015,106,6.9,Carey Mulligan,28377,Abi Morgan,2015
20000000,Metro-Goldwyn-Mayer (MGM),USA,Boaz Yakin,Adventure,42652003,Max,PG,26/6/2015,111,6.8,Thomas Haden Church,22181,Boaz Yakin,2015
0,Serendipity Point Films,Canada,Atom Egoyan,Drama,637555,Remember,R,17/12/2015,94,7.4,Christopher Plummer,14266,Benjamin August,2015
3300000,Blumhouse Productions,USA,David Gelb,Horror,25799043,The Lazarus Effect,PG-13,27/2/2015,83,5.2,Olivia Wilde,32659,Luke Dawson,2015
0,Franklin Street,USA,Rebecca Miller,Comedy,3351230,Maggie's Plan,R,27/4/2016,98,6.2,Greta Gerwig,10929,Rebecca Miller,2015
0,EMA Films,Canada,FranÁois Simard,Action,50000,Turbo Kid,UNRATED,28/8/2015,93,6.7,Munro Chambers,20452,FranÁois Simard,2015
17000000,Mayhem Pictures,USA,Niki Caro,Biography,44469602,"McFarland, USA",PG,20/2/2015,129,7.4,Kevin Costner,27814,Christopher Cleveland,2015
0,Hoody Boy Productions,USA,Trey Edward Shults,Drama,140779,Krisha,R,18/3/2016,83,7.1,Krisha Fairchild,4086,Trey Edward Shults,2015
10000000,Miramax,UK,Bill Condon,Drama,17737646,Mr. Holmes,PG,24/7/2015,104,6.9,Ian McKellen,51307,Mitch Cullin,2015
0,Varient,USA,Marya Cohn,Drama,5249,The Girl in the Book,NOT RATED,11/12/2015,86,6.2,Emily VanCamp,3075,Marya Cohn,2015
17000000,CBS Films,USA,Jessie Nelson,Comedy,26284475,Love the Coopers,PG-13,13/11/2015,107,5.7,Steve Martin,13475,Steven Rogers,2015
0,MM Productions,USA,Mary Agnes Donoghue,Comedy,2254,Jenny's Wedding,PG-13,31/7/2015,94,5.5,Katherine Heigl,7852,Mary Agnes Donoghue,2015
99000000,Twentieth Century Fox Animation,USA,Steve Martino,Animation,130178411,The Peanuts Movie,G,6/11/2015,88,7.1,Noah Schnapp,34889,Craig Schulz,2015
0,POP Films,USA,Jacob Gentry,Drama,4267,Synchronicity,R,22/1/2016,101,5.5,Chad McKnight,7562,Jacob Gentry,2015
10000000,Big Indie Pictures,USA,Dan Fogelman,Comedy,5348317,Danny Collins,R,10/4/2015,106,7,Al Pacino,24666,Dan Fogelman,2015
12000000,Rocklin \ Faust,USA,David M. Rosenthal,Drama,57017904,The Perfect Guy,PG-13,11/9/2015,100,5.6,Sanaa Lathan,7922,Alan B. McElroy,2015
0,Filmbox,USA,Gary Rydstrom,Animation,12427046,Strange Magic,PG,23/1/2015,99,5.8,Evan Rachel Wood,8009,David Berenbaum,2015
0,Aggregate Films,USA,Jason Bateman,Comedy,240067,The Family Fang,R,6/5/2016,105,6.1,Jason Bateman,5585,Kevin Wilson,2015
13000000,Bron Studios,USA,Marc Abraham,Biography,1646468,I Saw the Light,R,1/4/2016,123,5.7,Tom Hiddleston,4460,Marc Abraham,2015
0,S Films,UK,Catherine Hardwicke,Comedy,1162653,Miss You Already,PG-13,25/9/2015,112,6.8,Drew Barrymore,12743,Morwenna Banks,2015
5000000,Big Beach Films,USA,Gaby Dellal,Drama,66371,3 Generations,PG-13,29/9/2016,92,5.6,Naomi Watts,2608,Nikole Beckwith,2015
0,Occupant Entertainment,UK,Corin Hardy,Horror,8967,The Hallow,NOT RATED,5/11/2015,97,5.7,Joseph Mawle,11545,Corin Hardy,2015
0,Screen NSW,Australia,Simon Stone,Drama,26376,The Daughter,Not specified,27/1/2017,96,6.7,Geoffrey Rush,3194,Simon Stone,2015
30000000,Columbia Pictures,USA,Andy Fickman,Action,71038190,Paul Blart: Mall Cop 2,PG,17/4/2015,94,4.4,Kevin James,27268,Kevin James,2015
6000000,BBC Films,UK,Nicholas Hytner,Biography,10017675,The Lady in the Van,PG-13,26/2/2016,104,6.7,Maggie Smith,18091,Alan Bennett,2015
14000000,Paramount Pictures,USA,Steve Pink,Comedy,12282677,Hot Tub Time Machine 2,R,20/2/2015,93,5.1,Rob Corddry,31612,Josh Heald,2015
10000000,Blumhouse Productions,USA,Gregory Plotkin,Horror,18300124,Paranormal Activity: The Ghost Dimension,R,23/10/2015,88,4.6,Chris J. Murray,19280,Jason Pagan,2015
0,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,2647377,Chi-Raq,R,2/12/2016,127,5.7,Nick Cannon,6983,Kevin Willmott,2015
0,Sycamore Pictures,USA,Anna Boden,Comedy,129747,Mississippi Grind,R,13/8/2015,108,6.3,Ben Mendelsohn,13207,Anna Boden,2015
10000000,Babieka,UK,John Madden,Comedy,33078266,The Second Best Exotic Marigold Hotel,PG,6/3/2015,122,6.6,Judi Dench,25886,Ol Parker,2015
35000000,Regency Enterprises,USA,Ken Scott,Comedy,10214013,Unfinished Business,R,6/3/2015,91,5.4,Vince Vaughn,26051,Steve Conrad,2015
7000000,Double Feature Films,USA,Peter Sollett,Biography,532988,Freeheld,PG-13,4/3/2016,103,6.5,Julianne Moore,8801,Ron Nyswaner,2015
0,Modern Man Films,USA,James Ponsoldt,Biography,2993669,The End of the Tour,R,12/11/2015,106,7.3,Jason Segel,22192,Donald Margulies,2015
3000000,Ealing Studios Entertainment,UK,Andrew Mogel,Comedy,660994,The D Train,R,8/5/2015,101,5,Jack Black,9146,Jarrad Paul,2015
0,BB Film Productions,USA,Michael Almereyda,Biography,155075,Experimenter,PG-13,16/10/2015,98,6.6,John Palladino,13263,Michael Almereyda,2015
2000000,See-Saw Films,UK,John Maclean,Western,229094,Slow West,R,16/4/2015,84,6.9,Kodi Smit-McPhee,33032,John Maclean,2015
0,Rhombus Media,Canada,Stephen Dunn,Drama,41866,Closet Monster,NOT RATED,27/5/2016,90,7,Aaron Abrams,4860,Stephen Dunn,2015
800000,Audax Films,USA,Jon Watts,Crime,128002,Cop Car,R,7/8/2015,88,6.3,Kevin Bacon,24256,Jon Watts,2015
0,BFI Film Fund,UK,Andrew Haigh,Drama,4250507,45 Years,R,25/12/2015,91,7.1,Charlotte Rampling,23800,Andrew Haigh,2015
25000000,StudioCanal,UK,Mark Burton,Animation,19375982,Shaun the Sheep Movie,PG,5/8/2015,85,7.4,Justin Fletcher,28138,Mark Burton,2015
3200000,Anonymous Content,USA,Lorene Scafaria,Comedy,4265673,The Meddler,PG-13,3/6/2016,103,6.3,Susan Sarandon,7979,Lorene Scafaria,2015
15000000,Covert Media,USA,Barry Levinson,Comedy,2982281,Rock the Kasbah,R,23/10/2015,106,5.5,Bill Murray,8063,Mitch Glazer,2015
0,Two Flints,USA,Brett Haley,Comedy,7425963,I'll See You in My Dreams,PG-13,15/5/2015,92,6.7,Blythe Danner,5282,Marc Basch,2015
8000000,Lionsgate,USA,Mark Neveldine,Horror,1712111,The Vatican Tapes,PG-13,7/8/2015,91,5.1,Olivia Taylor Dudley,13305,Christopher Borrelli,2015
5000000,Astute Films,USA,Michael Polish,Drama,4700361,90 Minutes in Heaven,PG-13,11/9/2015,121,4.7,Kate Bosworth,2631,Michael Polish,2015
6000000,Human Stew Factory,USA,Ana Lily Amirpour,Drama,177680,The Bad Batch,R,23/6/2017,118,5.4,Suki Waterhouse,8340,Ana Lily Amirpour,2016
125000000,Regency Enterprises,USA,Justin Kurzel,Action,54645723,Assassin's Creed,PG-13,21/12/2016,115,5.9,Michael Fassbender,133338,Michael Lesslie,2016
30000000,Summit Entertainment,USA,Damien Chazelle,Comedy,151101803,La La Land,PG-13,25/12/2016,128,8.2,Ryan Gosling,308891,Damien Chazelle,2016
175000000,Atlas Entertainment,USA,David Ayer,Action,325100054,Suicide Squad,PG-13,5/8/2016,123,6.2,Will Smith,435667,David Ayer,2016
75000000,Dentsu,USA,Garth Jennings,Animation,270329045,Sing,PG,21/12/2016,108,7.1,Matthew McConaughey,81466,Garth Jennings,2016
180000000,Heyday Films,UK,David Yates,Adventure,234037575,Fantastic Beasts and Where to Find Them,PG-13,18/11/2016,133,7.4,Eddie Redmayne,268073,J.K. Rowling,2016
150000000,Walt Disney Animation Studios,USA,Ron Clements,Animation,248757044,Moana,PG,23/11/2016,107,7.6,Auli'i Cravalho,157290,Jared Bush,2016
90000000,Metro-Goldwyn-Mayer (MGM),USA,Antoine Fuqua,Action,93381044,The Magnificent Seven,PG-13,23/9/2016,132,6.9,Denzel Washington,138262,Akira Kurosawa,2016
44000000,Warner Bros.,USA,Gavin O'Connor,Action,86198014,The Accountant,R,14/10/2016,128,7.4,Ben Affleck,188598,Bill Dubuque,2016
30000000,Keep Your Head,USA,James Gray,Adventure,8574339,The Lost City of Z,PG-13,21/4/2017,141,6.6,Charlie Hunnam,39409,James Gray,2016
22500000,Focus Features,USA,Tom Ford,Crime,10639114,Nocturnal Animals,R,9/12/2016,116,7.5,Amy Adams,152436,Tom Ford,2016
25000000,Levantine Films,USA,Theodore Melfi,Biography,169380936,Hidden Figures,PG,6/1/2017,127,7.8,Taraji P. Henson,121818,Allison Schroeder,2016
47000000,Lava Bear Films,USA,Denis Villeneuve,Drama,100546139,Arrival,PG-13,11/11/2016,116,8,Amy Adams,391385,Eric Heisserer,2016
125000000,DreamWorks Animation,USA,Mike Mitchell,Animation,153707064,Trolls,PG,4/11/2016,92,6.5,Anna Kendrick,49423,Jonathan Aibel,2016
200000000,Lucasfilm,USA,Gareth Edwards,Action,532177324,Rogue One,PG-13,16/12/2016,133,7.9,Felicity Jones,365473,Chris Weitz,2016
40000000,Cross Creek Pictures,Australia,Mel Gibson,Biography,67115062,Hasta el ˙ltimo hombre,R,4/11/2016,139,8.2,Andrew Garfield,263728,Robert Schenkkan,2016
58000000,Twentieth Century Fox Film Corporation,USA,Tim Miller,Action,363070709,Deadpool,R,12/2/2016,108,8,Ryan Reynolds,668625,Rhett Reese,2016
110000000,Columbia Pictures,USA,Morten Tyldum,Adventure,100014699,Passengers,PG-13,21/12/2016,116,7,Jennifer Lawrence,237553,Jon Spaihts,2016
250000000,Warner Bros.,USA,Zack Snyder,Action,330360194,Batman v Superman: Dawn of Justice,PG-13,25/3/2016,151,6.6,Ben Affleck,497351,Chris Terrio,2016
185000000,Paramount Pictures,USA,Justin Lin,Action,158848340,Star Trek Beyond,PG-13,22/7/2016,122,7.1,Chris Pine,179426,Simon Pegg,2016
165000000,Marvel Studios,USA,Scott Derrickson,Action,232641920,Doctor Strange,PG-13,4/11/2016,115,7.5,Benedict Cumberbatch,348307,Jon Spaihts,2016
12000000,The Weinstein Company,UK,Garth Davis,Biography,51694854,Lion,PG-13,6/1/2017,118,8.1,Dev Patel,133709,Saroo Brierley,2016
250000000,Marvel Studios,USA,Anthony Russo,Action,408084349,Captain America: Civil War,PG-13,6/5/2016,147,7.9,Chris Evans,442645,Christopher Markus,2016
40000000,New Line Cinema,Canada,James Wan,Horror,102470008,The Conjuring 2,R,10/6/2016,134,7.4,Vera Farmiga,151427,Carey Hayes,2016
20000000,Metro-Goldwyn-Mayer (MGM),UK,Thea Sharrock,Drama,56245075,Me Before You,PG-13,3/6/2016,106,7.4,Emilia Clarke,127889,Jojo Moyes,2016
45000000,Amblin Partners,USA,Tate Taylor,Crime,75311445,The Girl on the Train,R,7/10/2016,112,6.5,Emily Blunt,116916,Erin Cressida Wilson,2016
178000000,Twentieth Century Fox Film Corporation,USA,Bryan Singer,Action,155442489,X-Men: Apocalypse,PG-13,27/5/2016,144,7,James McAvoy,296415,Simon Kinberg,2016
8500000,Amazon Studios,USA,Kenneth Lonergan,Drama,47695120,Manchester by the Sea,R,16/12/2016,137,7.9,Casey Affleck,159673,Kenneth Lonergan,2016
150000000,Walt Disney Pictures,USA,Byron Howard,Animation,341268248,Zootopia,PG,4/3/2016,108,8,Ginnifer Goodwin,317549,Byron Howard,2016
85000000,GK Films,UK,Robert Zemeckis,Action,40069087,Allied,R,23/11/2016,124,7.1,Brad Pitt,94624,Steven Knight,2016
40000000,Constantin Film,UK,Paul W.S. Anderson,Action,26830068,Resident Evil: The Final Chapter,R,27/1/2017,107,5.6,Milla Jovovich,58140,Paul W.S. Anderson,2016
1500000,A24,USA,Barry Jenkins,Drama,27850912,Moonlight,R,18/11/2016,111,7.5,Mahershala Ali,161857,Barry Jenkins,2016
9900000,Screen Gems,USA,Fede Alvarez,Crime,89210468,Don't Breathe,R,26/8/2016,88,7.2,Stephen Lang,139449,Fede Alvarez,2016
12000000,Film 44,USA,David Mackenzie,Crime,26862450,Hell or High Water,R,26/8/2016,102,7.6,Chris Pine,132328,Taylor Sheridan,2016
110000000,Mandeville Films,USA,Robert Schwentke,Action,66002193,Allegiant,PG-13,18/3/2016,120,5.7,Shailene Woodley,76550,Noah Oppenheim,2016
110000000,Twentieth Century Fox Film Corporation,UK,Tim Burton,Adventure,87242834,Miss Peregrine's Home for Peculiar Children,PG-13,30/9/2016,127,6.7,Eva Green,116495,Ransom Riggs,2016
46000000,Cappa Defina Productions,USA,Martin Scorsese,Adventure,7079191,Silence,R,13/1/2017,161,7.2,Andrew Garfield,61798,Jay Cocks,2016
120000000,Captivate Entertainment,UK,Paul Greengrass,Action,162434410,Jason Bourne,PG-13,29/7/2016,123,6.7,Matt Damon,163614,Paul Greengrass,2016
9000000,Gracie Films,USA,Kelly Fremon Craig,Comedy,14260193,The Edge of Seventeen,R,18/11/2016,104,7.4,Hailee Steinfeld,59867,Kelly Fremon Craig,2016
25000000,FilmNation Entertainment,USA,John Lee Hancock,Biography,12785093,The Founder,PG-13,20/1/2017,100,7.2,Michael Keaton,62193,Robert D. Siegel,2016
180000000,Warner Bros. Pictures,UK,David Yates,Action,126643061,The Legend of Tarzan,PG-13,1/7/2016,110,6.3,Alexander SkarsgÂrd,128712,Adam Cozad,2016
35000000,Lakeshore Entertainment,USA,Anna Foerster,Action,30348260,Underworld: Blood Wars,R,6/1/2017,91,5.8,Kate Beckinsale,49911,Cory Goodman,2016
20000000,Black Bear Pictures,USA,Stephen Gaghan,Adventure,7222964,Gold,R,27/1/2017,120,6.7,Matthew McConaughey,32147,Patrick Massett,2016
50000000,Misty Mountains,USA,Shane Black,Comedy,36261763,The Nice Guys,R,20/5/2016,116,7.4,Russell Crowe,193151,Shane Black,2016
43000000,Apaches Entertainment,UK,J.A. Bayona,Drama,3730982,A Monster Calls,PG-13,6/1/2017,108,7.5,Lewis MacDougall,49969,Patrick Ness,2016
60000000,Flashlight Films,USA,Clint Eastwood,Biography,125070033,Sully,PG-13,9/9/2016,96,7.5,Tom Hanks,157212,Todd Komarnicki,2016
20000000,STX Entertainment,USA,Jon Lucas,Comedy,113257297,Bad Moms,R,29/7/2016,100,6.2,Mila Kunis,76251,Jon Lucas,2016
40000000,Regency Enterprises,USA,Gore Verbinski,Drama,8106986,A Cure for Wellness,R,17/2/2017,146,6.4,Dane DeHaan,45187,Justin Haythe,2016
150000000,Legendary East,USA,Yimou Zhang,Action,45157105,The Great Wall,PG-13,17/2/2017,103,6,Matt Damon,82181,Carlo Bernard,2016
40000000,BZ Entertainment,USA,Todd Phillips,Comedy,43017433,War Dogs,R,19/8/2016,114,7.1,Jonah Hill,123020,Stephen Chin,2016
38000000,Twentieth Century Fox Film Corporation,USA,John Hamburg,Comedy,60269575,Why Him?,R,23/12/2016,111,6.3,Zoey Deutch,63612,John Hamburg,2016
108000000,Appian Way,USA,Ben Affleck,Action,10377558,Live by Night,R,13/1/2017,129,6.4,Ben Affleck,35064,Ben Affleck,2016
140000000,Pyramania,USA,Alex Proyas,Action,31153464,Gods of Egypt,PG-13,26/2/2016,127,5.4,Brenton Thwaites,78473,Matt Sazama,2016
40000000,Fox 2000 Pictures,USA,Greg Mottola,Action,14896798,Keeping Up with the Joneses,PG-13,21/10/2016,105,5.8,Zach Galifianakis,39443,Michael LeSieur,2016
0,Toy Fight Productions,Canada,Nacho Vigalondo,Action,3021345,Ella es un monstruo,R,16/6/2017,109,6.2,Anne Hathaway,29178,Nacho Vigalondo,2016
19000000,Annapurna Pictures,USA,Greg Tiernan,Animation,97661826,Sausage Party,R,12/8/2016,89,6.2,Seth Rogen,133200,Kyle Hunter,2016
36000000,New Line Cinema,USA,David Frankel,Drama,30982955,Collateral Beauty,PG-13,16/12/2016,97,6.8,Will Smith,56439,Allan Loeb,2016
0,Electric City Entertainment,USA,Matt Ross,Comedy,5875006,Captain Fantastic,R,29/7/2016,118,7.9,Viggo Mortensen,121560,Matt Ross,2016
75000000,Columbia Pictures,USA,Ron Howard,Action,34343574,Inferno,PG-13,28/10/2016,121,6.2,Tom Hanks,111448,Dan Brown,2016
144000000,Columbia Pictures,USA,Paul Feig,Action,128344089,Ghostbusters,PG-13,15/7/2016,116,5.3,Melissa McCarthy,157351,Katie Dippold,2016
15000000,Paramount Pictures,USA,Dan Trachtenberg,Drama,71897215,10 Cloverfield Lane,PG-13,11/3/2016,104,7.2,John Goodman,208655,Josh Campbell,2016
20000000,Allison Shearmur Productions,USA,Henry Joost,Adventure,38562379,Nerve,PG-13,27/7/2016,96,6.6,Emma Roberts,81127,Jeanne Ryan,2016
33000000,Twentieth Century Fox Film Corporation,USA,Jake Szymanski,Adventure,46007113,Mike and Dave Need Wedding Dates,R,8/7/2016,98,6,Zac Efron,61076,Andrew Jay Cohen,2016
175000000,Fairview Entertainment,UK,Jon Favreau,Adventure,364001123,The Jungle Book,PG,15/4/2016,106,7.5,Neel Sethi,209062,Justin Marks,2016
17000000,Columbia Pictures,USA,Jaume Collet-Serra,Drama,55121623,The Shallows,PG-13,24/6/2016,86,6.3,Blake Lively,87057,Anthony Jaswinski,2016
24000000,Bron Studios,USA,Denzel Washington,Drama,57642961,Fences,PG-13,25/12/2016,139,7.2,Denzel Washington,62351,August Wilson,2016
23000000,Hurwitz Creative,UK,Dexter Fletcher,Biography,15785632,Eddie the Eagle,PG-13,26/2/2016,106,7.4,Taron Egerton,60644,Sean Macaulay,2016
5000000,BH Tilt,USA,Greg McLean,Action,10164675,The Belko Experiment,R,17/3/2017,89,6.1,John Gallagher Jr.,23422,James Gunn,2016
4900000,New Line Cinema,USA,David F. Sandberg,Horror,67235683,Lights Out,PG-13,22/7/2016,81,6.4,Teresa Palmer,80019,Eric Heisserer,2016
0,Film Science,USA,Kelly Reichardt,Drama,1032942,Certain Women,R,22/2/2017,107,6.5,Michelle Williams,6298,Kelly Reichardt,2016
200000000,Pixar Animation Studios,USA,Andrew Stanton,Animation,486295561,Finding Dory,PG,17/6/2016,97,7.4,Ellen DeGeneres,173005,Andrew Stanton,2016
115000000,Universal Pictures,USA,Cedric Nicolas-Troyan,Action,47952020,The Huntsman: Winter's War,PG-13,22/4/2016,114,6.1,Chris Hemsworth,71570,Evan Spiliotopoulos,2016
10000000,Film4,UK,Ben Wheatley,Action,1798472,Free Fire,R,21/4/2017,91,6.5,Sharlto Copley,22157,Amy Jump,2016
0,Egoli Tossell KLK,UK,David Leveaux,Drama,606989,The Exception,R,2/6/2017,107,6.8,Lily James,3985,Simon Burke,2016
20000000,Heyday Films,UK,Derek Cianfrance,Drama,12545979,The Light Between Oceans,PG-13,2/9/2016,133,7.2,Michael Fassbender,32595,Derek Cianfrance,2016
165000000,Twentieth Century Fox Film Corporation,USA,Roland Emmerich,Action,103144286,Independence Day: Resurgence,PG-13,24/6/2016,120,5.3,Liam Hemsworth,137119,Nicolas Wright,2016
50000000,New Line Cinema,USA,Rawson Marshall Thurber,Action,127440871,Central Intelligence,PG-13,17/6/2016,107,6.3,Dwayne Johnson,106773,Ike Barinholtz,2016
8000000,Scott Free Productions,USA,Luke Scott,Action,3912052,Morgan,R,2/9/2016,92,5.8,Kate Mara,27297,Seth W. Owen,2016
28000000,Cross Creek Pictures,USA,Burr Steers,Action,10907291,Pride and Prejudice and Zombies,PG-13,5/2/2016,108,5.8,Lily James,37491,Burr Steers,2016
100000000,LightWorkers Media,USA,Timur Bekmambetov,Action,26384681,Ben-Hur,PG-13,19/8/2016,123,5.7,Jack Huston,31863,Lew Wallace,2016
31500000,BenderSpink,USA,Ariel Vromen,Action,14268533,Criminal,R,15/4/2016,113,6.3,Kevin Costner,42478,Douglas Cook,2016
0,Braveart Films,USA,Susan Johnson,Comedy,19025,Carrie Pilby,Not specified,4/4/2017,98,6.6,Bel Powley,2617,Kara Holden,2016
28000000,George Films,UK,Brad Furman,Biography,15425870,The Infiltrator,R,13/7/2016,127,7,Bryan Cranston,50194,Ellen Sue Brown,2016
27500000,Lionsgate,USA,Dan Mazer,Comedy,35537564,Dirty Grandpa,R,22/1/2016,102,6,Robert De Niro,82289,John Phillips,2016
70000000,RatPac-Dune Entertainment,USA,Nicholas Stoller,Animation,72655779,Storks,PG,23/9/2016,87,6.8,Andy Samberg,40740,Nicholas Stoller,2016
0,BBC Films,UK,Lone Scherfig,Comedy,3595841,Their Finest,R,7/4/2017,117,6.8,Gemma Arterton,8538,Gaby Chiappe,2016
25000000,Broadway Video,USA,Jared Hess,Action,17356894,Masterminds,PG-13,30/9/2016,95,5.8,Zach Galifianakis,34656,Chris Bowman,2016
0,Sixty Six Pictures,UK,William Oldroyd,Drama,1007759,Lady Macbeth,R,14/7/2017,89,7,Florence Pugh,6087,Nikolai Leskov,2016
3000000,Blackbird,USA,Dan Kwan,Adventure,4208879,Swiss Army Man,R,1/7/2016,97,7,Paul Dano,69827,Daniel Scheinert,2016
38000000,Columbia Pictures,USA,J Blakeson,Action,34912982,The 5th Wave,PG-13,22/1/2016,112,5.2,ChloÎ Grace Moretz,76535,Susannah Grant,2016
0,Nicholas Sparks Productions,USA,Ross Katz,Drama,18709066,The Choice,PG-13,5/2/2016,111,6.6,Benjamin Walker,22972,Bryan Sipe,2016
135000000,Paramount Pictures,USA,Dave Green,Action,82051601,Teenage Mutant Ninja Turtles: Out of the Shadows,PG-13,3/6/2016,112,6,Megan Fox,64684,Josh Appelbaum,2016
60000000,Millennium Films,UK,Babak Najafi,Action,62524260,London Has Fallen,R,4/3/2016,99,5.9,Gerard Butler,106352,Creighton Rothenberger,2016
9000000,Allspark Pictures,USA,Mike Flanagan,Horror,34904885,Ouija: Origin of Evil,PG-13,21/10/2016,99,6.1,Elizabeth Reaser,35690,Mike Flanagan,2016
35000000,Good Universe,USA,Nicholas Stoller,Comedy,55291815,Neighbors 2: Sorority Rising,R,20/5/2016,92,5.7,Seth Rogen,83340,Andrew Jay Cohen,2016
60000000,Laika Entertainment,USA,Travis Knight,Animation,48023088,Kubo and the Two Strings,PG,19/8/2016,101,7.8,Charlize Theron,82575,Marc Haimes,2016
20000000,Worldview Entertainment,USA,John Hillcoat,Action,12626905,Triple 9,R,26/2/2016,115,6.3,Casey Affleck,51631,Matt Cook,2016
22000000,Working Title Films,UK,Ethan Coen,Comedy,30080225,"Hail, Caesar!",PG-13,5/2/2016,106,6.3,Josh Brolin,94361,Joel Coen,2016
8000000,Lakeshore Entertainment,USA,William Brent Bell,Horror,35794166,The Boy,PG-13,22/1/2016,97,6,Lauren Cohan,55856,Stacey Menear,2016
6000000,Verdi Productions,USA,Ben Younger,Biography,4847865,Bleed for This,R,18/11/2016,117,6.8,Miles Teller,15158,Ben Younger,2016
30000000,FilmNation Entertainment,USA,Woody Allen,Comedy,11103205,CafÈ Society,PG-13,5/8/2016,96,6.7,Jesse Eisenberg,50826,Woody Allen,2016
170000000,Walt Disney Pictures,USA,James Bobin,Adventure,77042381,Alice Through the Looking Glass,PG,27/5/2016,113,6.2,Mia Wasikowska,62895,Linda Woolverton,2016
